Player,Team,Salary
Willie Cauley-Stein,SAC,3398280
Wayne Ellington,SAC,923670
Seth Curry,SAC,947276
Rudy Gay,SAC,12403101
Rajon Rondo,SAC,9500000
Quincy Acy,SAC,981348
Omri Casspi,SAC,3000000
Marco Belinelli,SAC,6333333
Kosta Koufos,SAC,7500000
James Anderson,SAC,1015421
Eric Moreland,SAC,845059
Duje Dukan,SAC,525093
DeMarcus Cousins,SAC,14728844
Darren Collison,SAC,5013559
Caron Butler,SAC,1499187
Ben McLemore,SAC,3156600
Tim Frazier,POR,845059
Pat Connaughton,POR,525093
Noah Vonleh,POR,2637720
Mike Miller,POR,2854940
Meyers Leonard,POR,3075880
Maurice Harkless,POR,2894059
Mason Plumlee,POR,1415520
Luis Montero,POR,525093
Gerald Henderson,POR,6000000
Ed Davis,POR,7000000
Damian Lillard,POR,4236287
Cliff Alexander,POR,525093
Chris Kaman,POR,5000000
C.J. McCollum,POR,2525160
Brian Roberts,POR,2854940
Anderson Varejao,POR,9638554
Allen Crabbe,POR,947276
Al-Farouq Aminu,POR,7500000
Tyson Chandler,PHO,13000000
T.J. Warren,PHO,2041080
Ronnie Price,PHO,1499187
Phil Pressey,PHO,111444
P.J. Tucker,PHO,5500000
Orlando Johnson,PHO,55722
Mirza Teletovic,PHO,5500000
Lorenzo Brown,PHO,111444
Kris Humphries,PHO,4600000
Jordan McRae,PHO,61776
Jon Leuer,PHO,1035000
John Jenkins,PHO,981000
Eric Bledsoe,PHO,13086957
Devin Booker,PHO,2127840
DeJuan Blair,PHO,2000000
Cory Jefferson,PHO,421449
Chase Budinger,PHO,258082
Bryce Cotton,PHO,228663
Brandon Knight,PHO,12000000
Archie Goodwin,PHO,1160160
Alex Len,PHO,3807120
Alan Williams,PHO,114285
Tony Wroten,PHI,2179354
T.J. McConnell,PHI,525093
Sonny Weems,PHI,2800000
Robert Covington,PHI,1000000
Richaun Holmes,PHI,1050000
Pierre Jackson,PHI,750000
Phil Pressey,PHI,172739
Nik Stauskas,PHI,2869440
Nerlens Noel,PHI,3457800
Kendall Marshall,PHI,2144722
Joel Embiid,PHI,4626960
Jerami Grant,PHI,845059
JaVale McGee,PHI,12000000
JaKarr Sampson,PHI,845059
Jahlil Okafor,PHI,4582680
Ish Smith,PHI,1100602
Isaiah Canaan,PHI,947276
Hollis Thompson,PHI,947276
Gerald Wallace,PHI,10105855
Furkan Aldemir,PHI,3000000
Elton Brand,PHI,890693
Christian Wood,PHI,305789
Carl Landry,PHI,6500000
Victor Oladipo,ORL,5192520
Shabazz Napier,ORL,1294440
Nikola Vucevic,ORL,11250000
Mario Hezonja,ORL,3741480
Keith Appling,ORL,161776
Joe Harris,ORL,845059
Jason Smith,ORL,4300000
Jared Cunningham,ORL,981348
Evan Fournier,ORL,2288205
Ersan Ilyasova,ORL,7900000
Elfrid Payton,ORL,2505720
Dewayne Dedmon,ORL,947278
Devyn Marble,ORL,845059
Chris Copeland,ORL,1100000
C.J. Watson,ORL,5000000
Brandon Jennings,ORL,8344497
Andrew Nicholson,ORL,2380594
Aaron Gordon,ORL,4171680
Steven Adams,OKC,2279040
Serge Ibaka,OKC,12350000
Russell Westbrook,OKC,16744218
Randy Foye,OKC,3270000
Nick Collison,OKC,3750000
Nazr Mohammed,OKC,352750
Mitch McGary,OKC,1463040
Kyle Singler,OKC,5000000
Kevin Durant,OKC,20158622
Josh Huestis,OKC,1140240
Enes Kanter,OKC,16400000
Dion Waiters,OKC,5138430
Cameron Payne,OKC,2021520
Anthony Morrow,OKC,3344000
Andre Roberson,OKC,1210800
Tony Wroten,NYK,167406
Thanasis Antetokounmpo,NYK,105888
Sasha Vujacic,NYK,1356146
Robin Lopez,NYK,13000000
Lou Amundson,NYK,1650000
Langston Galloway,NYK,845059
Lance Thomas,NYK,1650000
Kristaps Porzingis,NYK,4131720
Kevin Seraphin,NYK,2800000
Jose Calderon,NYK,7402812
Jimmer Fredette,NYK,59731
Jerian Grant,NYK,1572360
Derrick Williams,NYK,4900000
Cleanthony Early,NYK,845059
Carmelo Anthony,NYK,22875000
Arron Afflalo,NYK,8000000
Tyreke Evans,NOH,11227000
Toney Douglas,NOH,1164858
Tim Frazier,NOH,144157
Ryan Anderson,NOH,8500000
Quincy Pondexter,NOH,3382023
Orlando Johnson,NOH,55722
Omer Asik,NOH,11000000
Norris Cole,NOH,3036927
Nate Robinson,NOH,44000
Luke Babbitt,NOH,1100000
Kendrick Perkins,NOH,1499200
Jrue Holiday,NOH,10595507
Jordan Hamilton,NOH,119462
Jimmer Fredette,NOH,54812
Jarnell Stokes,NOH,845059
James Ennis,NOH,74564
Eric Gordon,NOH,15514031
Dante Cunningham,NOH,3000000
Bryce Dejean-Jones,NOH,281659
Anthony Davis,NOH,7070730
Alonzo Gee,NOH,1375000
Alexis Ajinca,NOH,4300000
Willie Reed,NJN,947276
Wayne Ellington,NJN,1500000
Thomas Robinson,NJN,981300
Thaddeus Young,NJN,11200000
Shane Larkin,NJN,1500000
Sergey Karasev,NJN,1599840
Sean Kilpatrick,NJN,320594
Rondae Hollis-Jefferson,NJN,1335480
Quincy Miller,NJN,50000
Markel Brown,NJN,845059
Joe Johnson,NJN,24894863
Jarrett Jack,NJN,6300000
Henry Sims,NJN,161622
Donald Sloan,NJN,1015421
Deron Williams,NJN,5500000
Chris McCullough,NJN,1140240
Brook Lopez,NJN,20000000
Bojan Bogdanovic,NJN,3425510
Andrea Bargnani,NJN,1039298
Zach LaVine,MIN,2148360
Tyus Jones,MIN,1282080
Tayshaun Prince,MIN,1499187
Shabazz Muhammad,MIN,2056920
Ricky Rubio,MIN,12365000
Nikola Pekovic,MIN,12100000
Nemanja Bjelica,MIN,4000000
Kevin Martin,MIN,7085000
Kevin Garnett,MIN,8500000
Karl-Anthony Towns,MIN,5703600
Greg Smith,MIN,247623
Gorgui Dieng,MIN,1474440
Damjan Rudez,MIN,1149500
Anthony Bennett,MIN,3650000
Andrew Wiggins,MIN,5758680
Andre Miller,MIN,1499187
Adreian Payne,MIN,1938840
Tyler Ennis,MIL,1662360
Steve Novak,MIL,416886
Rashad Vaughn,MIL,1733040
O.J. Mayo,MIL,8000000
Miles Plumlee,MIL,2109294
Michael Carter-Williams,MIL,2399040
Larry Sanders,MIL,1865547
Khris Middleton,MIL,15000000
John Henson,MIL,2943221
Jerryd Bayless,MIL,3000000
Jared Cunningham,MIL,57726
Jabari Parker,MIL,5152440
Greivis Vasquez,MIL,6600000
Greg Monroe,MIL,16400000
Giannis Antetokounmpo,MIL,1953960
Damien Inglis,MIL,855000
Udonis Haslem,MIA,2854940
Tyler Johnson,MIA,845059
Luol Deng,MIA,10151612
Justise Winslow,MIA,2481720
Josh Richardson,MIA,525093
Josh McRoberts,MIA,5543725
Joe Johnson,MIA,414481
Hassan Whiteside,MIA,981348
Goran Dragic,MIA,14780000
Gerald Green,MIA,1356000
Dwyane Wade,MIA,20000000
Dorell Wright,MIA,17637
Chris Bosh,MIA,22192730
Briante Weber,MIA,12355
Beno Udrih,MIA,2170465
Zach Randolph,MEM,9638555
Xavier Munford,MEM,89588
Vince Carter,MEM,4088091
Tony Allen,MEM,5168539
Ryan Hollins,MEM,593056
Russ Smith,MEM,816482
Ray McCallum,MEM,111444
P.J. Hairston,MEM,1201440
Mike Conley,MEM,9588426
Matt Barnes,MEM,3542500
Mario Chalmers,MEM,4300000
Marc Gasol,MEM,19700000
Lance Stephenson,MEM,9000000
Jordan Farmar,MEM,191456
Jordan Adams,MEM,1404600
Jarell Martin,MEM,1230840
JaMychal Green,MEM,845059
James Ennis,MEM,845059
Elliot Williams,MEM,55722
Chris Andersen,MEM,5000000
Bryce Cotton,MEM,64622
Briante Weber,MEM,30888
Brandan Wright,MEM,5500000
Alex Stepheson,MEM,30888
Tarik Black,LAL,845059
Ryan Kelly,LAL,1724250
Roy Hibbert,LAL,15500000
Robert Sacre,LAL,981348
Nick Young,LAL,5219169
Marcelo Huertas,LAL,525093
Lou Williams,LAL,7000000
Kobe Bryant,LAL,25000000
Julius Randle,LAL,3132240
Jordan Clarkson,LAL,845059
Brandon Bass,LAL,3000000
Anthony Brown,LAL,700000
Wesley Johnson,LAC,1100600
Paul Pierce,LAC,3400000
Pablo Prigioni,LAC,981348
Miroslav Raduljica,LAC,300000
Jeff Green,LAC,9200000
Jeff Ayres,LAC,317232
Jamal Crawford,LAC,5675000
J.J. Redick,LAC,6867000
DeAndre Jordan,LAC,19500000
Cole Aldrich,LAC,1100600
Chris Paul,LAC,21468696
Carlos Delfino,LAC,650000
C.J. Wilcox,LAC,1159680
Branden Dawson,LAC,525093
Blake Griffin,LAC,18907725
Austin Rivers,LAC,3100000
Alex Stepheson,LAC,61776
Ty Lawson,IND,265058
Toney Douglas,IND,600000
Solomon Hill,IND,1358880
Shayne Whittington,IND,845059
Rodney Stuckey,IND,6500000
Rakeem Christmas,IND,1000000
Paul George,IND,17120106
Myles Turner,IND,2357760
Monta Ellis,IND,10300000
Lavoy Allen,IND,3700000
Jordan Hill,IND,4000000
Ian Mahinmi,IND,4000000
Glenn Robinson,IND,845000
George Hill,IND,8000000
Chase Budinger,IND,5000000
C.J. Miles,IND,4394225
Ty Lawson,HOU,12404495
Trevor Ariza,HOU,8193030
Terrence Jones,HOU,2489530
Sam Dekker,HOU,1646400
Patrick Beverley,HOU,6500000
Montrezl Harrell,HOU,1000000
Michael Beasley,HOU,306527
Marcus Thornton,HOU,1186000
K.J. McDaniels,HOU,3333333
Josh Smith,HOU,1499000
Jason Terry,HOU,1499187
James Harden,HOU,15756438
Dwight Howard,HOU,22359364
Donatas Motiejunas,HOU,2288205
Corey Brewer,HOU,8200000
Clint Capela,HOU,1242720
Chuck Hayes,HOU,83583
Andrew Goudelock,HOU,200600
Stephen Curry,GSW,11370786
Shaun Livingston,GSW,5543725
Marreese Speights,GSW,3815000
Leandro Barbosa,GSW,2500000
Klay Thompson,GSW,15500000
Kevon Looney,GSW,1131960
Jason Thompson,GSW,6431250
Ian Clark,GSW,947276
Harrison Barnes,GSW,3873398
Festus Ezeli,GSW,2008748
Draymond Green,GSW,14300000
Brandon Rush,GSW,1270964
Andrew Bogut,GSW,12000000
Andre Iguodala,GSW,11710456
Anderson Varejao,GSW,458575
Tobias Harris,DET,16000000
Steve Blake,DET,2170465
Stanley Johnson,DET,2841960
Spencer Dinwiddie,DET,845059
Reggie Jackson,DET,14000000
Reggie Bullock,DET,1252440
Marcus Morris,DET,5000000
Lorenzo Brown,DET,117016
Kentavious Caldwell-Pope,DET,2891760
Justin Harper,DET,99418
Josh Smith,DET,5400000
Joel Anthony,DET,2500000
Jodie Meeks,DET,6270000
Darrun Hilliard,DET,525093
Danny Granger,DET,2170465
Cartier Martin,DET,1270964
Aron Baynes,DET,6500000
Anthony Tolliver,DET,3000000
Andre Drummond,DET,3272091
Adonis Thomas,DET,60000
Aaron Gray,DET,452059
Wilson Chandler,DEN,10500000
Will Barton,DEN,3333333
Steve Novak,DEN,3750000
Sean Kilpatrick,DEN,99418
Nikola Jokic,DEN,1300000
Nick Johnson,DEN,845059
Mike Miller,DEN,1499187
Kostas Papanikolaou,DEN,350000
Kenneth Faried,DEN,11235955
Jusuf Nurkic,DEN,1842000
Joffrey Lauvergne,DEN,1709720
Joey Dorsey,DEN,1015421
Jameer Nelson,DEN,4500000
JaKarr Sampson,DEN,285489
J.J. Hickson,DEN,5613500
Gary Harris,DEN,1587480
Erick Green,DEN,100000
Emmanuel Mudiay,DEN,3102240
Darrell Arthur,DEN,2814000
Danilo Gallinari,DEN,14000000
D.J. Augustin,DEN,3000000
Axel Toupane,DEN,123552
Zaza Pachulia,DAL,5200000
Wesley Matthews,DAL,16400000
Samuel Dalembert,DAL,1499187
Salah Mejri,DAL,525093
Raymond Felton,DAL,3950313
Maurice Ndour,DAL,525094
Justin Anderson,DAL,1449000
Jeremy Evans,DAL,1100602
JaVale McGee,DAL,1270964
J.J. Barea,DAL,4000000
Gal Mekel,DAL,315760
Dwight Powell,DAL,845059
Dirk Nowitzki,DAL,8333334
Devin Harris,DAL,4053000
Deron Williams,DAL,5500000
David Lee,DAL,2102224
Charlie Villanueva,DAL,1499187
Chandler Parsons,DAL,15361500
Tristan Thompson,CLE,14260870
Timofey Mozgov,CLE,4950000
Sasha Kaun,CLE,1300000
Richard Jefferson,CLE,1499000
Mo Williams,CLE,2100000
Matthew Dellavedova,CLE,1147280
LeBron James,CLE,22971000
Kyrie Irving,CLE,14746000
Kevin Love,CLE,19500000
Jordan McRae,CLE,172972
James Jones,CLE,1499000
J.R. Smith,CLE,5000000
Iman Shumpert,CLE,9000000
Dahntay Jones,CLE,8819
Channing Frye,CLE,7807579
Tony Snell,CHI,1535880
Taj Gibson,CHI,8500000
Pau Gasol,CHI,7448760
Nikola Mirotic,CHI,5543725
Mike Dunleavy,CHI,4500000
Justin Holiday,CHI,947300
Joakim Noah,CHI,13400000
Jimmy Butler,CHI,15260000
Doug McDermott,CHI,2380440
Derrick Rose,CHI,20093063
Cristiano Felicio,CHI,525090
Cameron Bairstow,CHI,845059
Bobby Portis,CHI,1391160
Aaron Brooks,CHI,2000000
Tyler Hansbrough,CHA,1185784
Troy Daniels,CHA,947276
Spencer Hawes,CHA,5543725
Nicolas Batum,CHA,12235750
Michael Kidd-Gilchrist,CHA,6331404
Marvin Williams,CHA,7000000
Kemba Walker,CHA,12000000
Jorge Gutierrez,CHA,301444
Jeremy Lin,CHA,2100000
Jeremy Lamb,CHA,3034356
Frank Kaminsky,CHA,2612500
Elliot Williams,CHA,80000
Courtney Lee,CHA,5675000
Cody Zeller,CHA,4204200
Al Jefferson,CHA,13833333
Aaron Harrison,CHA,525093
Zoran Dragic,BOS,2050397
Tyler Zeller,BOS,2616975
Terry Rozier,BOS,1824360
R.J. Hunter,BOS,1148640
Perry Jones,BOS,2038206
Marcus Smart,BOS,3431040
Kelly Olynyk,BOS,2165160
Jordan Mickey,BOS,1200000
Jonas Jerebko,BOS,5000000
Jared Sullinger,BOS,2269260
James Young,BOS,1749840
Jae Crowder,BOS,6000000
Isaiah Thomas,BOS,6912869
Evan Turner,BOS,3425510
David Lee,BOS,15493680
Coty Clarke,BOS,61776
Avery Bradley,BOS,7730337
Amir Johnson,BOS,12000000
Walter Tavares,ATL,1000000
Tim Hardaway,ATL,1304520
Tiago Splitter,ATL,8500000
Thabo Sefolosha,ATL,4000000
Mike Scott,ATL,3333333
Mike Muscala,ATL,947276
Lamar Patterson,ATL,525093
Kyle Korver,ATL,5746479
Kris Humphries,ATL,388025
Kirk Hinrich,ATL,2870000
Kent Bazemore,ATL,2000000
Jeff Teague,ATL,8000000
Dennis Schroder,ATL,1763400
Cameron Bairstow,ATL,19000000
Al Horford,ATL,12000000
